customer_id,first_name,last_name,email,phone,date_of_birth,address,income,account_status,created_date
186,  Barbara  , Perez,barbara.perez186@example.com,944-672-4434,1973-05-27,"1233 Willow Way, Madison, WI 53703",57505.97, inactive ,2018-05-22
187,Elizabeth,Thompson,elizabeth.thompson187@mail.example.com,586-275-8357,2024-02-30,"6666 River Drive, Salem, OR 97301",223781.1,suspended,2021-09-02
188,Lisa,Thompson,lisa.thompson188@example.com,311-987-5067,1987-11-12,N/A,147402.7,suspended,2025-11-13
189,Nancy,Sanchez,nancy.sanchez189@mail.example.com,308-210-2615,2034-07-30,"8599 River Drive, Arlington, VA 22201",173784.85,active,2022-06-13
190,Sandra,Harris,sandra.harris190@example.org,553-225-8909,1951-05-14,"1506 Oak Avenue, Fairview, TX 75001",101845.67,ACTIVE-ish,2022-04-17
191,Steven,Lopez,steven.lopez191@mail.example.com,,1965-02-10,"832 Oak Avenue, Springfield, IL 62701",208026.16,suspended,2016-11-26
192,David,Robinson,,728-378-3623,1966-09-14,"7670 Pine Road, Greenville, SC 29601",161509.19,active,2025-11-14
193,  Betty  , Smith,betty.smith193@example.org,660-806-8037,1969-01-23,"3619 Pine Road, Clinton, NY 13323",187493.01, active ,2024-02-26
194,Kenneth,Garcia,kenneth.garcia194@example.net,533-401-8496,1952-05-22,"8119 River Drive, Franklin, TN 37064",25849779.11,suspended,2021-10-04
195,Matthew,Lopez,matthew.lopez195@mail.example.com,525.663.5455,2003-10-19,"1488 Cedar Lane, Franklin, TN 37064",52986.67,inactive,2016-03-12
196,Elizabeth,123456,elizabeth.taylor196@mail.example.com,628-810-3258,1981-07-14,"3143 Sunset Boulevard, Salem, OR 97301",175007.78,suspended,2017-09-06
197,Ashley,Martinez,ashley.martinez197@example.org,(796) 800-5240,1984-01-28,"5982 Maple Street, Madison, WI 53703",56945.36,inactive,2023-09-21
198,Ashley,Wilson,ashley.wilson198@mail.example.com,555-CALL-NOW,1976-03-03,"9363 Maple Street, Georgetown, OH 45121",89923.06,inactive,2018-09-10
199,David,Harris,david.harris199@mail.example.com,779-960-9115,1980-09-04,"9483 Oak Avenue, Clinton, NY 13323",-7405.05,inactive,2023-01-25
200,Paul,Moore,paul.moore200@example.org,635-304-5055,1964-01-15,"4405 Birch Court, Riverside, CA 92501",-48451.6,active,2018-04-26
31,Donna,Thompson,donna.thompson201@example.net,927-824-8015,1955-10-05,"3485 Pine Road, Springfield, IL 62701",148855.76,suspended,2019-10-18
64,David,Hernandez,david.hernandez202@example.net,496-786-5380,1999-09-22,"1660 Cedar Lane, Greenville, SC 29601",222778.97,inactive,2025-03-23
203,William,Davis,,928-529-5055,1993-11-13,"8119 Cedar Lane, Arlington, VA 22201",162069.22,suspended,2021-07-15
204,John,Lee,john.lee204@example.com,612-727-5558,2027-10-28,"8096 Birch Court, Arlington, VA 22201",28524.29,suspended,2016-12-15
205,MATTHEW,ramirez,matthew.ramirez205@example.com,747-607-4568,1972-04-16,"4499 Birch Court, Clinton, NY 13323",99604.09,SUSPENDED,2017-10-28
206,Ashley,Sanchez,ashley.sanchez206@example.net,898-980-1793,2035-11-02,"7629 Maple Street, Riverside, CA 92501",225039.77,active,2022-08-01
207,Margaret,Miller,margaret.miller207@example.org,(515) 674-5341,2000-05-03,"6005 Elm Street, Riverside, CA 92501",106830.88,suspended,2017-01-13
208,Karen,White,spaced name@example.com,639-871-2494,1990-02-01,"3596 Sunset Boulevard, Riverside, CA 92501",56132.36,active,2023-11-15
209,James,Smith,not-an-email,323-632-3165,1975-02-08,"6376 Oak Avenue, Riverside, CA 92501",49878.73,inactive,2019-03-13
210,William,Lee,william.lee210@example.org,+1-466-378-1509,1984-11-06,"7310 Birch Court, Georgetown, OH 45121",161152.97,active,2021-10-22
211,,Ramirez,paul.ramirez211@example.org,288-302-3293,1993-02-19,"6391 Birch Court, Greenville, SC 29601",94674.78,active,2018-05-21
212,Jennifer,Davis,jennifer.davis212@example.net,907-227-5942,1958-09-20,"8448 Pine Road, Greenville, SC 29601",90654.91,active,not-a-date
213,Linda,Davis,,853-808-2163,1978-01-12,"5285 Cedar Lane, Greenville, SC 29601",210492.57,suspended,2021-06-18
214,Barbara,Harris,barbara.harris214@mail.example.com,988-274-1273,1982-02-01,"4395 Pine Road, Springfield, IL 62701",,inactive,2023-05-21
215,Andrew,Harris,andrew.harris215@mail.example.com,000-000-0000000,1950-11-18,"8908 Highland Avenue, Fairview, TX 75001",86823.16,inactive,2016-09-07
216,Elizabeth,Moore,elizabeth.moore216@example.net,600-800-2083,1964-12-14,"4009 Maple Street, Georgetown, OH 45121",46277.11,inactive,13/40/2026
217,  Kevin  , Johnson,kevin.johnson217@example.net,882-959-3877,1952-01-23,"2348 Maple Street, Fairview, TX 75001",133239.54, inactive ,2023-09-26
218,Thomas,Garcia,thomas.garcia218@example.net,329-967-5403,1991-02-25,"580 Birch Court, Greenville, SC 29601",42946936.78,active,2019-12-19
219,John,O'Br13n,john.thomas219@mail.example.com,723-568-1908,1976-10-06,"6124 Cedar Lane, Clinton, NY 13323",191945.74,suspended,2025-12-04
220,Joseph,White,joseph.white220@example.com,245-212-5006,1947-08-12,"6374 Cedar Lane, Fairview, TX 75001",,active,2023-12-24
